status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1220332944702810_1282994408436663,#BuyAmericanHireAmerican: it's a pledge!,Timeline Photos,photo,https://www.facebook.com/POTUS/photos/a.1282996888436415.1073741831.1220332944702810/1282994408436663/?type=3,2017-03-15 15:27:07,12901,1871,1360,10994,1611,23,217,4,45
1220332944702810_1282835498452554,Join me LIVE as I deliver remarks at the American Center for Mobility in Detroit.,President Trump Makes Remarks at the American Center for Mobility,video,https://www.facebook.com/POTUS/videos/1282835498452554/,2017-03-15 13:20:07,11863,7711,1728,7904,3403,42,142,34,336
1220332944702810_1282765831792854,"We are committed to fighting for reforms that will bring costs down and increase access to care for all Americans. It's time to #RepealAndReplace #Obamacare.

Share your own story: http://45.wh.gov/2Hneor",The White House,video,https://www.facebook.com/WhiteHouse/videos/1250444878376576/,2017-03-15 10:37:01,3848,964,1,3176,341,27,28,173,98
1220332944702810_1282206571848780,"Millions of hard-working Americans have been impaired by soaring costs, cancelled plans, and overbearing mandates. And stories like this are why we are fighting to #RepealAndReplace #Obamacare.

Share your own story: http://45.wh.gov/2Hneor",The White House,video,https://www.facebook.com/WhiteHouse/videos/1249853245102406/,2017-03-14 18:03:34,4991,1437,1,4126,382,18,29,321,110
1220332944702810_1281318331937604,"Obamacare came packaged as the healthcare solution for all Americans. Instead, the country was given hundreds of pages of broken promises.",President Trump Meets With Victims of Obamacare,link,https://www.whitehouse.gov/blog/2017/03/13/president-trump-meets-victims-obamacare,2017-03-13 17:49:35,5749,2199,729,4899,375,47,66,73,284
1220332944702810_1281017865300984,Today I'm hosting a listening session on healthcare with people affected by the disaster known as Obamacare. Time to #RepealAndReplace!,The White House,video,https://www.facebook.com/WhiteHouse/videos/1248645871889810/,2017-03-13 09:42:47,6187,1627,1,5215,744,17,54,16,136
1220332944702810_1278192568916847,,The First 50 Days,photo,https://www.facebook.com/POTUS/photos/a.1278192468916857.1073741830.1220332944702810/1278192568916847/?type=3,2017-03-10 22:16:20,42475,4227,22202,35841,6063,87,264,34,181
1220332944702810_1276940025708768,Join me for my Weekly Address!,The White House,video,https://www.facebook.com/WhiteHouse/videos/1244889762265421/,2017-03-09 17:28:02,6389,2459,2,5318,885,18,89,14,60
1220332944702810_1273324796070291,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS! Please enjoy this important video announcement.,Bringing Back the JOBS,video,https://www.facebook.com/POTUS/videos/1273324796070291/,2017-03-06 17:41:37,32051,6241,6619,26011,4656,111,336,34,899
1220332944702810_1270335186369252,MAKE AMERICA GREAT AGAIN!,,video,https://www.facebook.com/POTUS/videos/1270335186369252/,2017-03-03 17:20:55,21892,5315,5129,17267,3950,59,368,32,211
1220332944702810_1269965879739516,Tune in to my Weekly Address at 11:00am!,The White House,video,https://www.facebook.com/WhiteHouse/videos/1238745286213202/,2017-03-03 10:00:40,7734,1856,2,6199,1339,17,91,9,74
1220332944702810_1269207589815345,"Join me LIVE as I make remarks at the PCU Gerald R. Ford in Newport News, Virginia!",President Trump Makes Remarks at the PCU Gerald R. Ford,video,https://www.facebook.com/POTUS/videos/1269162123153225/,2017-03-02 14:24:12,23908,9297,4035,16232,6973,78,194,43,390
1220332944702810_1267481333321304,Join me as I deliver my address to a Joint Session of Congress!,The White House,video,https://www.facebook.com/WhiteHouse/videos/1236547689766295/,2017-02-28 17:41:13,15635,4313,3,11882,3390,35,72,14,237
1220332944702810_1264153420320762,Join me for my Weekly Address!,The White House,video,https://www.facebook.com/WhiteHouse/videos/1233624300058634/,2017-02-25 10:56:17,8988,3759,2,6957,1677,18,79,20,232
1220332944702810_1263074383761999,Join me LIVE as I deliver remarks at the Conservative Political Action Conference (CPAC)!,President Trump Delivers Remarks at CPAC,video,https://www.facebook.com/POTUS/videos/1263074383761999/,2017-02-24 10:00:10,22443,22759,5402,12458,8289,151,337,134,1077
1220332944702810_1251453071590797,,The White House,video,https://www.facebook.com/WhiteHouse/videos/1222555867832144/,2017-02-13 13:22:23,8073,8810,3,6620,1083,17,198,20,130
1220332944702810_1251410764928361,Join me LIVE!,The White House,video,https://www.facebook.com/WhiteHouse/videos/1222523227835408/,2017-02-13 12:17:59,9202,2739,0,7716,1211,15,142,15,98
1220332944702810_1250271428375628,LIVE: Joint Statment by President Trump and Prime Minister Shinzō Abe:,Joint Statment by President Trump and Prime Minister Shinzō Abe,video,https://m.youtube.com/watch?v=9oW_LPx3ts0,2017-02-11 22:28:47,6233,2204,309,5408,645,14,89,10,62
1220332944702810_1249268728475898,"Join me as I deliver the Weekly Address at 4pm ET. 

We will defend our country, protect our Constitution, and deliver real prosperity for our people.

God bless you, and God bless America.",The White House,video,https://www.facebook.com/WhiteHouse/videos/1220174424736955/,2017-02-10 15:16:46,11268,4241,2,9290,1673,21,147,15,117
1220332944702810_1249085578494213,Join us as Dr. Tom Price is sworn in as Secretary of Health and Human Services!,The White House,video,https://www.facebook.com/WhiteHouse/videos/1219984631422601/,2017-02-10 10:39:51,8530,1460,0,7197,1012,19,36,21,240
1220332944702810_1248316085237829,"Join me live as I participate in the swearing-in of our new Attorney General, Jeff Sessions!",The White House,video,https://www.facebook.com/WhiteHouse/videos/1219111788176552/,2017-02-09 10:02:32,13181,2753,0,10459,2047,27,69,35,539
1220332944702810_1246910592045045,"Betsy DeVos is a reformer, and she is going to be a great Education Secretary for our kids!",The White House,video,https://www.facebook.com/WhiteHouse/videos/1217701148317616/,2017-02-07 18:02:17,16285,3983,2,12421,2115,39,140,105,1460
1220332944702810_1243203959082375,"It has been another historic week at the White House. Please enjoy my second weekly address to you, the American people.",,video,https://www.facebook.com/POTUS/videos/1243203959082375/,2017-02-03 17:08:35,62552,27498,12822,36366,20858,321,801,384,3831
1220332944702810_1242977585771679,,The White House,photo,https://www.facebook.com/WhiteHouse/photos/a.1199645353456529.1073741828.1191441824276882/1213367988750932/?type=3,2017-02-03 11:10:45,9615,1830,1,8114,1256,34,41,9,158
1220332944702810_1241268172609287,"Congratulations to our new Secretary of State, Rex Tillerson!",,video,https://www.facebook.com/POTUS/videos/1241268172609287/,2017-02-01 19:12:02,115695,36244,17041,78073,33673,413,783,437,2336
1220332944702810_1240822712653833,,Donald J. Trump,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158580999910725/?type=3,2017-02-01 08:10:49,14930,1773,0,12425,2034,26,49,17,376
1220332944702810_1240452822690822,"This has been the most transparent Supreme Court selection process in the history of our country. 

Congratulations to Judge Neil M. Gorsuch!",Gorsuch Facts on Twitter,link,https://twitter.com/GorsuchFacts/status/826600267525259265,2017-01-31 20:40:07,24688,2105,1520,20765,3263,39,97,25,496
1220332944702810_1240366106032827,Thank you for joining me as I make a very special announcement regarding my nomination for United States Supreme Court Justice.,,video,https://www.facebook.com/POTUS/videos/1240366106032827/,2017-01-31 19:40:48,226391,118107,30810,136100,72008,1544,3133,1460,12200
1220332944702810_1240167239386047,,The White House,photo,https://www.facebook.com/WhiteHouse/photos/a.1199645353456529.1073741828.1191441824276882/1210633479024383/?type=3,2017-01-31 15:10:06,13837,1811,1,11650,1770,33,111,16,254
1220332944702810_1236581346411303,Today I am delivering my first weekly address to the nation as President. God bless you and God bless America!,,video,https://www.facebook.com/POTUS/videos/1236581346411303/,2017-01-28 12:41:49,179012,68248,42773,109775,55925,1002,2056,1072,9221
1220332944702810_1235797579823013,"Exciting afternoon! Following the Ceremonial Swearing-in of our Secretary of Defense James Mattis, I am signing new executive actions.",,video,https://www.facebook.com/POTUS/videos/1235797579823013/,2017-01-27 16:42:17,26821,6259,3649,19725,5536,103,190,90,1179
1220332944702810_1235586643177440,"Join me as I hold a joint press conference with Theresa May, Prime Minister of the United Kingdom.",,video,https://www.facebook.com/POTUS/videos/1235586643177440/,2017-01-27 13:11:38,76675,22410,12481,51320,21172,451,911,310,2532
1220332944702810_1233713180031453,Thank you to everyone at the Department of Homeland Security today!,Donald J. Trump,video,https://www.facebook.com/DonaldTrump/videos/10158547497725725/,2017-01-25 15:14:31,12069,1546,1,9825,1662,27,58,16,478
1220332944702810_1230443610358410,,Donald J. Trump,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158524967050725/?type=3,2017-01-22 18:13:11,10805,783,0,8954,1491,22,42,6,287
1220332944702810_1230442273691877,,Donald J. Trump,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158525048295725/?type=3,2017-01-22 18:11:36,9381,927,1,7797,1184,18,44,16,319
